element,category,frequency_in_category,copies,tissue
918215,655,1,2,MLN
918216,643,1,3,Ileum
918217,637,1,3,BM
918218,655,1,17,MLN
918219,637,1,3,BM
918219,639,1,2,BM
918220,655,1,17,MLN
918221,640,1,2,Colon
918221,642,1,1,Colon
918222,641,1,16,Colon
918223,640,3,4,Colon
918223,641,2,3,Colon
918223,642,2,2,Colon
918224,652,1,1,Lung
918224,653,2,4,Lung
918225,647,1,16,ILN
918226,640,1,2,Colon
918226,641,1,2,Colon
918227,656,3,20,MLN
918228,641,1,1,Colon
918228,642,1,1,Colon
918229,642,1,2,Colon
918230,646,2,17,ILN
918230,648,1,6,ILN
918231,643,1,2,Ileum
918232,656,1,15,MLN
918233,155,1,18,Ileum
918234,642,1,14,Colon
918235,656,1,14,MLN
918236,655,3,29,MLN
918237,643,1,2,Ileum
918238,643,1,2,Ileum
918239,647,1,13,ILN
918240,640,1,2,Colon
918241,656,1,13,MLN
918242,646,1,2,ILN
918243,656,2,20,MLN
918244,149,1,12,BM
918245,653,1,2,Lung
918246,159,1,12,ILN
918246,647,1,2,ILN
918247,646,2,7,ILN
918247,647,2,3,ILN
918247,648,2,10,ILN
918248,651,1,12,Jejunum
918249,663,1,12,SPL
918250,157,1,11,ILN
918251,648,1,11,ILN
918252,656,1,11,MLN
918253,655,1,11,MLN
918254,657,2,14,MLN
918255,158,1,4,ILN
918255,646,1,10,ILN
918256,646,1,7,ILN
918256,648,1,3,ILN
918256,662,1,3,SPL
918257,641,1,1,Colon
918257,642,1,2,Colon
918257,649,1,1,Jejunum
918258,663,1,10,SPL
918259,639,1,27,BM
918260,655,1,10,MLN
918261,637,1,8,BM
918262,153,1,9,Colon
918263,662,1,6,SPL
918264,642,2,15,Colon
918265,655,1,5,MLN
918265,656,1,1,MLN
918266,647,1,9,ILN
918267,644,1,2,Ileum
918267,645,1,5,Ileum
918268,647,2,11,ILN
918269,656,1,5,MLN
918270,154,1,1,Ileum
918270,155,1,6,Ileum
918270,643,1,1,Ileum
918270,645,1,5,Ileum
918270,663,1,2,SPL
918271,661,1,5,SPL
918272,157,2,15,ILN
918273,656,1,4,MLN
918274,647,1,8,ILN
918275,157,1,6,ILN
918275,646,1,8,ILN
918276,655,2,6,MLN
918277,646,1,8,ILN
918278,650,1,3,Jejunum
918278,651,1,2,Jejunum
918279,646,2,13,ILN
918279,647,1,6,ILN
918280,658,1,3,PBL
918281,656,2,10,MLN
918282,639,1,2,BM
918283,656,1,8,MLN
918284,639,1,2,BM
918285,661,1,8,SPL
918286,657,1,8,MLN
918287,148,1,7,BM
918288,159,3,11,ILN
918289,647,1,7,ILN
918290,648,2,10,ILN
918291,648,1,7,ILN
918292,656,2,9,MLN
918293,649,1,7,Jejunum
918293,651,1,2,Jejunum
918294,662,1,7,SPL
918295,662,1,7,SPL
918296,647,1,6,ILN
918297,158,1,3,ILN
918297,647,1,6,ILN
918298,648,1,6,ILN
918299,646,1,6,ILN
918300,656,1,6,MLN
918301,662,1,6,SPL
918302,663,1,6,SPL
918303,148,1,5,BM
918304,159,1,5,ILN
918305,158,1,5,ILN
918305,647,1,5,ILN
918306,647,1,5,ILN
918307,647,1,5,ILN
918308,648,1,5,ILN
918309,648,1,5,ILN
918310,648,2,7,ILN
918311,654,1,5,Lung
918312,662,1,5,SPL
918313,662,1,5,SPL
918314,655,1,5,MLN
918315,647,1,4,ILN
918316,640,1,4,Colon
918317,656,1,4,MLN
918318,651,1,4,Jejunum
918319,661,1,4,SPL
918320,655,1,4,MLN
918321,655,1,4,MLN
918322,657,2,6,MLN
918323,157,1,3,ILN
918324,641,1,3,Colon
918325,647,2,5,ILN
918326,647,1,3,ILN
918327,640,1,3,Colon
918328,646,1,3,ILN
918329,656,1,3,MLN
918330,649,1,3,Jejunum
918331,155,1,2,Ileum
918332,150,1,2,BM
918333,159,1,2,ILN
918334,173,1,2,SPL
918335,158,1,2,ILN
918336,645,1,2,Ileum
918337,642,1,2,Colon
918338,647,1,2,ILN
918339,639,1,2,BM
918340,639,1,1,BM
918340,655,1,1,MLN
918341,648,1,2,ILN
918342,640,1,2,Colon
918343,650,1,2,Jejunum
918344,661,1,2,SPL
918345,659,18,314,PBL
918346,656,1,2,MLN
918347,656,1,23,MLN
918348,661,1,2,SPL
918349,656,2,4,MLN
918350,656,1,2,MLN
918351,649,1,2,Jejunum
918352,662,1,2,SPL
918353,662,1,2,SPL
918354,662,1,2,SPL
918355,661,1,2,SPL
918356,661,1,2,SPL
918357,655,1,2,MLN
918358,655,1,2,MLN
918359,655,1,2,MLN
918360,645,1,2,Ileum
918361,657,1,8,MLN
918362,169,1,6,PBL
918363,646,1,1,ILN
918363,647,1,3,ILN
918364,655,1,2,MLN
918365,640,1,3,Colon
918365,641,1,1,Colon
918366,646,1,2,ILN
918367,644,1,7,Ileum
918368,641,1,4,Colon
918369,651,1,2,Jejunum
918370,655,1,2,MLN
918371,656,1,2,MLN
918372,652,1,3,Lung
918372,653,1,2,Lung
918373,646,1,1,ILN
918373,647,1,1,ILN
918374,651,1,2,Jejunum
918375,150,1,1,BM
918375,162,1,1,Jejunum
918375,164,1,1,Lung
918375,171,1,1,PBL
918376,655,2,31,MLN
918377,647,1,2,ILN
918378,637,3,45,BM
918379,643,1,6,Ileum
918380,160,2,4,Jejunum
918380,643,2,21,Ileum
918380,644,1,9,Ileum
918380,645,2,22,Ileum
918380,649,1,7,Jejunum
918380,650,7,29,Jejunum
918380,651,6,34,Jejunum
918381,645,2,49,Ileum
918382,640,1,7,Colon
918382,642,1,36,Colon
918383,155,2,2,Ileum
918383,643,2,25,Ileum
918383,644,4,16,Ileum
918383,645,3,6,Ileum
918383,649,3,13,Jejunum
918383,651,2,7,Jejunum
918384,649,1,8,Jejunum
918384,651,1,11,Jejunum
918385,160,1,1,Jejunum
918385,649,1,3,Jejunum
918385,650,1,2,Jejunum
918385,651,1,18,Jejunum
918386,644,2,8,Ileum
918386,645,1,14,Ileum
918387,650,1,13,Jejunum
918388,640,1,5,Colon
918388,641,2,10,Colon
918388,644,1,12,Ileum
918389,649,1,11,Jejunum
918390,649,1,10,Jejunum
918390,651,1,2,Jejunum
918391,642,1,9,Colon
918392,649,1,5,Jejunum
918392,650,1,4,Jejunum
918393,151,1,4,Colon
918393,640,1,8,Colon
918394,643,1,7,Ileum
918395,653,2,10,Lung
918395,654,2,4,Lung
918396,656,1,6,MLN
918397,651,1,6,Jejunum
918398,655,1,6,MLN
918399,171,2,7,PBL
918400,645,1,5,Ileum
918401,646,1,2,ILN
918401,654,1,5,Lung
918402,656,1,5,MLN
918403,645,1,2,Ileum
918403,649,1,5,Jejunum
918404,655,1,5,MLN
918405,641,1,4,Colon
918406,642,1,4,Colon
918407,639,1,4,BM
918408,637,1,4,BM
918409,641,1,3,Colon
918409,649,1,4,Jejunum
918410,644,1,3,Ileum
918411,643,1,3,Ileum
918412,643,1,3,Ileum
918413,648,1,3,ILN
918414,652,1,1,Lung
918414,654,1,2,Lung
918415,646,1,3,ILN
918416,646,1,3,ILN
918417,653,1,2,Lung
918417,654,1,1,Lung
918418,651,1,3,Jejunum
918419,662,1,3,SPL
918420,643,1,1,Ileum
918420,644,1,2,Ileum
918420,645,1,1,Ileum
918421,641,1,2,Colon
918422,641,1,2,Colon
918423,641,1,2,Colon
918424,641,1,2,Colon
918425,645,1,1,Ileum
918425,651,1,1,Jejunum
918426,645,1,1,Ileum
918426,651,1,1,Jejunum
918427,642,1,2,Colon
918428,642,1,2,Colon
918429,643,1,2,Ileum
918430,643,1,1,Ileum
918430,644,1,1,Ileum
918431,643,1,2,Ileum
918432,643,1,2,Ileum
918433,643,1,2,Ileum
918434,637,1,2,BM
918435,637,1,2,BM
918436,654,1,2,Lung
918437,646,1,2,ILN
918438,650,1,2,Jejunum
918439,650,1,1,Jejunum
918439,651,1,1,Jejunum
918440,659,1,2,PBL
918441,651,1,2,Jejunum
918442,651,1,2,Jejunum
918443,660,1,2,PBL
918444,649,1,2,Jejunum
918445,649,1,2,Jejunum
918446,649,1,2,Jejunum
918447,661,1,2,SPL
918448,655,1,2,MLN
918449,655,1,2,MLN
918450,657,3,70,MLN
918451,646,1,2,ILN
918451,648,1,5,ILN
918452,646,2,7,ILN
918452,647,1,1,ILN
918452,648,1,1,ILN
918453,646,1,4,ILN
918454,649,1,4,Jejunum
918454,653,1,2,Lung
918455,157,1,3,ILN
918456,644,1,3,Ileum
918457,172,3,30,SPL
918457,173,1,1,SPL
918457,174,2,3,SPL
918457,648,1,3,ILN
918457,652,5,112,Lung
918457,654,3,66,Lung
918457,661,5,74,SPL
918457,662,9,90,SPL
918457,663,1,46,SPL
918458,659,5,121,PBL
918459,640,3,48,Colon
918459,641,1,8,Colon
918459,642,2,59,Colon
918460,644,2,52,Ileum
918461,643,6,96,Ileum
918461,649,1,2,Jejunum
918461,650,2,7,Jejunum
918462,638,1,48,BM
918463,657,1,112,MLN
918464,642,1,41,Colon
918465,152,2,53,Colon
918465,642,1,16,Colon
918466,643,1,40,Ileum
918466,649,1,10,Jejunum
918466,650,1,17,Jejunum
918467,174,3,47,SPL
918468,653,2,42,Lung
918469,152,2,5,Colon
918469,641,1,7,Colon
918469,642,3,46,Colon
918470,639,3,47,BM
918471,164,17,467,Lung
918472,642,2,25,Colon
918473,649,1,5,Jejunum
918473,650,1,27,Jejunum
918474,641,1,29,Colon
918475,642,1,29,Colon
918476,655,1,28,MLN
918476,656,1,2,MLN
918477,649,2,29,Jejunum
918478,655,1,27,MLN
918479,655,3,40,MLN
918480,655,1,13,MLN
918480,656,1,13,MLN
918481,645,1,24,Ileum
918481,649,2,6,Jejunum
918481,651,1,20,Jejunum
918482,154,2,6,Ileum
918482,643,2,16,Ileum
918482,650,1,24,Jejunum
918483,637,1,7,BM
918483,639,1,15,BM
918484,157,2,30,ILN
918484,646,1,2,ILN
918484,647,1,2,ILN
918484,648,3,8,ILN
918485,641,1,19,Colon
918486,638,2,24,BM
918487,148,1,18,BM
918488,148,1,18,BM
918489,641,1,18,Colon
918490,637,1,18,BM
918491,649,1,18,Jejunum
918492,646,1,8,ILN
918492,663,2,22,SPL
918493,148,1,17,BM
918494,160,1,3,Jejunum
918494,643,1,14,Ileum
918495,638,1,16,BM
918496,152,1,2,Colon
918496,157,1,5,ILN
918496,158,1,1,ILN
918496,172,1,4,SPL
918496,640,1,16,Colon
918496,646,1,2,ILN
918496,647,1,1,ILN
918496,648,2,7,ILN
918496,661,2,13,SPL
918497,655,3,23,MLN
918497,656,1,5,MLN
918498,655,1,10,MLN
918498,656,1,5,MLN
918499,157,1,8,ILN
918499,159,1,6,ILN
918499,646,1,8,ILN
918499,647,1,6,ILN
918500,644,2,16,Ileum
918501,637,1,14,BM
918502,651,1,14,Jejunum
918503,655,1,14,MLN
918504,655,1,14,MLN
918505,655,1,14,MLN
918506,644,1,13,Ileum
918506,647,1,2,ILN
918507,655,1,13,MLN
918508,655,2,15,MLN
918509,148,1,12,BM
918510,637,1,12,BM
918511,650,2,14,Jejunum
918512,649,1,5,Jejunum
918512,650,1,4,Jejunum
918512,651,1,12,Jejunum
918513,655,1,12,MLN
918514,655,1,12,MLN
918514,656,2,17,MLN
918515,148,1,11,BM
918516,158,1,11,ILN
918517,643,1,11,Ileum
918518,656,1,11,MLN
918519,655,1,11,MLN
918520,655,1,11,MLN
918521,640,1,10,Colon
918522,646,1,10,ILN
918523,656,1,10,MLN
918524,663,1,10,SPL
918525,655,2,12,MLN
918526,655,1,10,MLN
918527,655,1,10,MLN
918528,655,1,10,MLN
918529,656,1,9,MLN
918530,656,1,9,MLN
918531,651,1,9,Jejunum
918532,663,2,15,SPL
918533,663,1,9,SPL
918534,655,1,9,MLN
918535,158,1,8,ILN
918536,650,1,8,Jejunum
918537,656,1,8,MLN
918538,649,1,8,Jejunum
918539,655,1,8,MLN
918540,656,1,7,MLN
918541,656,1,7,MLN
918542,646,1,2,ILN
918542,656,1,7,MLN
918543,172,2,7,SPL
918543,661,1,7,SPL
918544,647,2,7,ILN
918544,661,1,7,SPL
918545,655,1,7,MLN
918546,655,1,7,MLN
918547,158,1,6,ILN
918548,639,1,6,BM
918549,639,1,6,BM
918550,646,2,3,ILN
918550,647,1,2,ILN
918550,648,3,11,ILN
918551,646,1,6,ILN
918552,646,1,6,ILN
918553,646,1,6,ILN
918554,650,1,6,Jejunum
918555,648,1,4,ILN
918555,656,1,6,MLN
918556,158,1,3,ILN
918556,656,1,6,MLN
918557,656,2,9,MLN
918558,662,3,13,SPL
918559,172,1,1,SPL
918559,662,1,5,SPL
918560,662,1,6,SPL
918561,644,1,2,Ileum
918562,663,1,6,SPL
918563,639,1,4,BM
918564,663,1,6,SPL
918565,637,1,2,BM
918566,655,1,6,MLN
918566,656,1,2,MLN
918567,660,1,2,PBL
918568,655,1,6,MLN
918569,655,1,6,MLN
918570,157,1,3,ILN
918570,646,1,2,ILN
918571,159,1,5,ILN
918572,641,1,2,Colon
918572,642,1,3,Colon
918573,647,1,4,ILN
918573,648,1,5,ILN
918574,648,1,5,ILN
918575,656,1,5,MLN
918576,656,1,5,MLN
918577,663,1,5,SPL
918578,661,1,5,SPL
918579,661,1,5,SPL
918580,655,1,5,MLN
918581,655,1,5,MLN
918582,157,1,4,ILN
918583,158,1,4,ILN
918584,646,1,4,ILN
918585,656,1,4,MLN
918586,656,1,4,MLN
918587,656,1,4,MLN
918588,656,1,4,MLN
918589,649,1,3,Jejunum
918589,651,1,4,Jejunum
918590,662,1,4,SPL
918591,662,1,4,SPL
918592,662,2,7,SPL
918593,662,1,4,SPL
918594,643,1,4,Ileum
918595,663,2,7,SPL
918596,661,1,4,SPL
918596,662,1,3,SPL
918597,661,1,4,SPL
918598,655,1,4,MLN
918599,155,1,3,Ileum
918600,172,1,3,SPL
918601,648,2,5,ILN
918602,646,1,1,ILN
918602,648,1,2,ILN
918603,643,2,5,Ileum
918604,637,1,3,BM
918605,646,2,20,ILN
918605,648,1,12,ILN
918606,646,1,3,ILN
918607,646,1,3,ILN
918608,656,1,3,MLN
918609,656,1,3,MLN
918610,651,1,3,Jejunum
918611,663,1,3,SPL
918612,663,1,3,SPL
918613,663,1,3,SPL
918614,663,1,3,SPL
918615,655,1,3,MLN
918616,149,1,2,BM
918617,156,1,2,Ileum
918618,157,1,2,ILN
918619,662,1,42,SPL
918620,157,1,1,ILN
918620,159,1,1,ILN
918621,158,1,2,ILN
918622,154,3,29,Ileum
918622,648,1,3,ILN
918623,649,1,1,Jejunum
918623,663,1,1,SPL
918624,655,1,1,MLN
918624,656,1,4,MLN
918624,657,1,19,MLN
918625,637,1,5,BM
918625,658,7,174,PBL
918625,660,4,107,PBL
918626,647,1,2,ILN
918627,651,1,4,Jejunum
918628,647,1,2,ILN
918629,647,1,2,ILN
918630,648,1,2,ILN
918631,642,1,12,Colon
918631,643,2,74,Ileum
918632,648,1,2,ILN
918633,643,2,33,Ileum
918633,644,1,12,Ileum
918633,649,1,5,Jejunum
918633,651,1,8,Jejunum
918634,648,1,2,ILN
918635,656,1,2,MLN
918636,640,3,30,Colon
918636,641,2,15,Colon
918636,642,1,19,Colon
918636,643,1,7,Ileum
918637,642,1,3,Colon
918637,643,2,22,Ileum
918637,644,1,5,Ileum
918638,639,1,26,BM
918639,648,1,2,ILN
918640,661,3,16,SPL
918640,662,1,10,SPL
918640,663,2,14,SPL
918641,655,1,19,MLN
918642,639,1,16,BM
918643,648,1,2,ILN
918644,649,2,21,Jejunum
918644,650,1,2,Jejunum
918644,651,1,16,Jejunum
918645,641,1,15,Colon
918646,663,1,15,SPL
918647,648,1,2,ILN
918648,642,1,14,Colon
918649,642,1,14,Colon
918650,648,1,2,ILN
918651,656,1,14,MLN
918652,640,1,2,Colon
918652,642,1,13,Colon
918653,661,1,3,SPL
918653,662,1,10,SPL
918654,641,1,12,Colon
918655,646,1,2,ILN
918656,640,1,12,Colon
918657,646,1,11,ILN
918657,647,1,1,ILN
918658,638,1,11,BM
918659,646,1,2,ILN
918660,661,1,11,SPL
918661,645,1,10,Ileum
918662,655,1,10,MLN
918663,646,1,2,ILN
918664,655,1,10,MLN
918665,637,2,13,BM
918666,646,1,2,ILN
918667,646,1,9,ILN
918668,646,3,17,ILN
918668,661,1,7,SPL
918669,650,1,2,Jejunum
918670,649,1,9,Jejunum
918671,646,1,5,ILN
918671,648,1,1,ILN
918671,661,2,7,SPL
918671,663,1,6,SPL
918672,644,1,8,Ileum
918673,656,1,2,MLN
918674,646,1,3,ILN
918674,648,1,5,ILN
918675,646,1,8,ILN
918676,656,1,2,MLN
918677,656,1,8,MLN
918678,657,1,2,MLN
918679,663,1,8,SPL
918680,656,1,2,MLN
918681,661,1,8,SPL
918682,661,1,8,SPL
918683,656,1,2,MLN
918684,655,1,8,MLN
918685,638,1,7,BM
918686,656,1,2,MLN
918687,643,1,3,Ileum
918687,644,2,5,Ileum
918687,651,1,1,Jejunum
918688,648,2,10,ILN
918689,640,1,7,Colon
918690,651,1,2,Jejunum
918691,646,1,7,ILN
918691,647,1,2,ILN
918692,656,1,7,MLN
918693,647,1,2,ILN
918693,661,1,7,SPL
918694,655,1,2,MLN
918695,640,1,6,Colon
918695,641,1,6,Colon
918696,647,2,8,ILN
918697,655,1,2,MLN
918698,651,1,3,Jejunum
918699,647,1,6,ILN
918700,648,1,6,ILN
918701,655,1,2,MLN
918702,640,1,6,Colon
918703,646,3,12,ILN
918703,647,1,2,ILN
918704,646,1,6,ILN
918704,647,2,4,ILN
918704,662,1,3,SPL
918705,646,1,6,ILN
918705,647,1,2,ILN
918706,646,1,6,ILN
918707,656,1,6,MLN
918708,649,1,6,Jejunum
918709,662,1,6,SPL
918710,663,1,6,SPL
918711,663,1,6,SPL
918712,641,1,5,Colon
918713,648,1,5,ILN
918714,648,1,5,ILN
918715,648,1,5,ILN
918716,646,1,5,ILN
918717,649,1,5,Jejunum
918718,661,1,2,SPL
918718,663,1,3,SPL
918719,663,1,5,SPL
918720,661,1,5,SPL
918721,661,1,5,SPL
918722,655,1,5,MLN
918723,647,1,4,ILN
918724,647,1,4,ILN
918725,638,1,4,BM
918726,646,1,1,ILN
918726,648,2,6,ILN
918727,646,1,3,ILN
918727,648,1,4,ILN
918728,646,1,2,ILN
918728,647,1,1,ILN
918728,648,1,3,ILN
918729,637,2,6,BM
918730,637,1,4,BM
918731,649,1,12,Jejunum
918732,640,1,4,Colon
918733,160,1,2,Jejunum
918734,646,1,4,ILN
918735,646,1,4,ILN
918736,662,1,4,SPL
918737,646,2,4,ILN
918737,647,1,2,ILN
918737,662,1,4,SPL
918738,662,1,4,SPL
918739,662,1,4,SPL
918740,662,1,4,SPL
918741,663,1,4,SPL
918742,646,2,3,ILN
918742,661,1,3,SPL
918743,641,2,4,Colon
918743,646,1,1,ILN
918744,647,1,3,ILN
918745,647,1,3,ILN
918746,647,2,4,ILN
918746,648,1,1,ILN
918747,648,1,3,ILN
918748,648,1,3,ILN
918749,648,1,3,ILN
918750,648,1,3,ILN
918751,637,1,3,BM
918752,640,1,3,Colon
918753,661,2,53,SPL
918754,657,1,4,MLN
918755,646,1,3,ILN
918756,655,2,19,MLN
918757,646,1,3,ILN
918758,663,1,2,SPL
918759,646,2,5,ILN
918760,646,1,3,ILN
918761,656,1,3,MLN
918762,656,1,3,MLN
918763,651,1,3,Jejunum
918764,662,1,3,SPL
918765,663,1,3,SPL
918766,663,1,3,SPL
918767,661,1,2,SPL
918767,662,1,1,SPL
918768,661,1,3,SPL
918769,661,1,3,SPL
918770,661,1,3,SPL
918771,647,1,2,ILN
918772,647,1,2,ILN
918773,647,1,1,ILN
918773,648,1,1,ILN
918774,647,1,2,ILN
918775,647,1,2,ILN
918776,647,1,1,ILN
918776,648,1,1,ILN
918777,647,1,2,ILN
918778,639,1,2,BM
918779,648,1,2,ILN
918780,648,1,2,ILN
918781,648,1,2,ILN
918782,648,1,2,ILN
918783,648,1,2,ILN
918784,648,1,2,ILN
918785,648,1,2,ILN
918786,648,1,2,ILN
918787,637,1,2,BM
918788,640,1,2,Colon
918789,646,1,2,ILN
918790,646,2,4,ILN
918791,646,1,2,ILN
918792,646,1,2,ILN
918793,646,1,2,ILN
918794,646,1,2,ILN
918795,646,1,2,ILN
918796,646,1,2,ILN
918797,646,1,2,ILN
918798,652,1,1,Lung
918798,653,1,1,Lung
918799,656,1,2,MLN
918800,662,1,2,SPL
918801,662,1,2,SPL
918802,662,1,1,SPL
918802,663,1,1,SPL
918803,662,1,2,SPL
918804,663,1,2,SPL
918805,663,1,2,SPL
918806,655,1,2,MLN
918807,643,1,3,Ileum
918808,646,1,9,ILN
918808,647,1,5,ILN
918808,648,2,6,ILN
918808,661,1,6,SPL
918809,655,2,20,MLN
918810,660,1,12,PBL
918811,644,1,8,Ileum
918812,638,1,8,BM
918813,639,1,7,BM
918814,642,1,6,Colon
918814,646,1,2,ILN
918815,647,1,6,ILN
918816,647,2,7,ILN
918817,649,1,4,Jejunum
918817,651,1,5,Jejunum
918818,663,1,5,SPL
918819,640,1,1,Colon
918819,646,1,3,ILN
918820,661,1,4,SPL
918821,646,2,4,ILN
918821,647,3,8,ILN
918822,646,1,3,ILN
918823,663,1,3,SPL
918824,151,1,1,Colon
918824,640,1,1,Colon
918825,647,1,2,ILN
918826,647,1,2,ILN
918827,662,1,5,SPL
918828,663,1,2,SPL
918829,637,1,3,BM
918830,656,1,3,MLN
918831,657,1,4,MLN
918832,656,1,2,MLN
918833,655,1,2,MLN
918834,637,1,2,BM
918835,640,1,1,Colon
918835,641,1,3,Colon
918836,648,1,2,ILN
918837,640,1,4,Colon
918838,646,1,18,ILN
918838,647,1,5,ILN
918839,641,1,1,Colon
918839,643,3,6,Ileum
918839,644,2,2,Ileum
918839,645,1,1,Ileum
918839,651,1,1,Jejunum
918840,166,5,31,MLN
918841,648,1,8,ILN
918842,645,2,4,Ileum
918843,661,1,1,SPL
918843,662,1,4,SPL
918843,663,1,1,SPL
918844,657,1,3,MLN
918845,652,1,2,Lung
918846,637,1,11,BM
918846,639,1,4,BM
918847,158,1,5,ILN
918848,655,1,5,MLN
918849,656,1,3,MLN
918850,638,1,2,BM
918851,647,2,4,ILN
918852,640,1,1,Colon
918852,641,3,24,Colon
918852,642,7,42,Colon
918852,643,1,3,Ileum
918852,644,1,5,Ileum
918852,645,1,5,Ileum
918852,647,3,5,ILN
918852,648,3,6,ILN
918852,653,3,26,Lung
918852,654,1,2,Lung
918852,655,1,1,MLN
918852,656,1,2,MLN
918852,661,15,82,SPL
918852,662,10,139,SPL
918852,663,12,127,SPL
918853,639,1,29,BM
918853,660,1,1,PBL
918854,637,1,6,BM
918855,647,1,3,ILN
918856,660,1,3,PBL
918857,661,1,2,SPL
918858,655,1,3,MLN
918859,158,1,1,ILN
918859,174,1,1,SPL
918860,644,1,1,Ileum
918860,645,1,5,Ileum
918860,651,1,3,Jejunum
918861,637,1,16,BM
918862,648,1,9,ILN
918863,656,1,4,MLN
918864,640,1,9,Colon
918865,158,28,546,ILN
918866,642,1,8,Colon
918867,661,1,29,SPL
918868,637,2,4,BM
918868,639,3,9,BM
918869,648,2,16,ILN
918870,164,1,2,Lung
918871,646,1,5,ILN
918871,661,1,2,SPL
918872,638,1,4,BM
918873,637,2,5,BM
918874,656,1,2,MLN
918875,637,1,10,BM
918876,651,2,5,Jejunum
918877,647,1,2,ILN
918878,652,1,1,Lung
918878,653,2,5,Lung
918879,659,1,2,PBL
918880,151,2,18,Colon
918880,152,7,72,Colon
918880,158,2,74,ILN
918880,159,1,22,ILN
918880,640,54,1268,Colon
918880,641,5,83,Colon
918880,642,31,358,Colon
918880,648,1,5,ILN
918880,651,4,63,Jejunum
918880,661,1,1,SPL
918881,657,1,4,MLN
918882,657,12,349,MLN
918883,157,4,209,ILN
918883,158,2,8,ILN
918883,172,1,2,SPL
918883,646,8,184,ILN
918883,647,10,81,ILN
918883,648,8,51,ILN
918883,654,2,14,Lung
918883,661,1,3,SPL
918884,153,3,34,Colon
918884,155,8,73,Ileum
918884,156,4,28,Ileum
918884,640,31,639,Colon
918884,641,5,27,Colon
918884,642,5,39,Colon
918884,644,8,117,Ileum
918884,649,1,1,Jejunum
918885,649,11,289,Jejunum
918885,650,1,44,Jejunum
918885,657,3,61,MLN
918886,660,9,303,PBL
918887,148,2,204,BM
918888,153,7,88,Colon
918888,640,3,33,Colon
918888,641,2,17,Colon
918888,643,2,35,Ileum
918888,645,1,38,Ileum
918889,657,2,171,MLN
918890,151,3,98,Colon
918890,152,2,27,Colon
918890,153,4,114,Colon
918890,640,6,237,Colon
918890,641,1,18,Colon
918890,642,3,50,Colon
918890,645,1,20,Ileum
918890,648,2,6,ILN
918890,650,1,25,Jejunum
918890,651,2,76,Jejunum
918891,657,3,236,MLN
918892,151,2,106,Colon
918892,642,3,96,Colon
918893,161,1,11,Jejunum
918893,644,1,128,Ileum
918893,649,8,238,Jejunum
918893,650,7,158,Jejunum
918893,651,1,56,Jejunum
918894,148,1,124,BM
918895,657,4,129,MLN
918896,659,11,265,PBL
918897,148,1,1,BM
918897,150,1,1,BM
918897,169,1,1,PBL
918898,643,3,36,Ileum
918898,649,2,52,Jejunum
918898,651,2,34,Jejunum
918899,655,2,66,MLN
918899,657,1,52,MLN
918900,639,4,109,BM
918901,639,1,1,BM
918901,657,2,110,MLN
918902,638,3,96,BM
918903,655,2,94,MLN
918904,657,2,90,MLN
918905,657,4,95,MLN
918906,655,4,108,MLN
918906,656,4,41,MLN
918907,650,2,29,Jejunum
918907,651,5,114,Jejunum
918908,646,5,55,ILN
918908,647,4,15,ILN
918908,648,3,30,ILN
918909,656,1,3,MLN
918910,656,1,5,MLN
918911,637,1,76,BM
918912,655,1,2,MLN
918913,172,1,1,SPL
918913,643,1,1,Ileum
918914,657,2,77,MLN
918915,639,1,2,BM
918916,148,2,73,BM
918917,657,1,68,MLN
918918,638,1,66,BM
918919,637,1,5,BM
918919,639,2,63,BM
918920,641,1,14,Colon
918920,644,2,47,Ileum
918920,649,2,123,Jejunum
918920,650,2,39,Jejunum
918921,161,2,65,Jejunum
918922,639,3,68,BM
918923,167,1,1,MLN
918923,168,501,16684,MLN
918924,638,1,4,BM
918925,655,1,23,MLN
918925,657,1,39,MLN
918926,660,17,526,PBL
918926,663,1,1,SPL
918927,150,13,240,BM
918927,171,18,261,PBL
918928,655,1,60,MLN
918929,156,6,251,Ileum
918930,172,1,8,SPL
918930,173,1,9,SPL
918930,661,3,120,SPL
918930,663,9,116,SPL
918931,656,2,60,MLN
918932,655,5,96,MLN
918932,656,4,21,MLN
918932,657,1,81,MLN
918933,642,1,1,Colon
918933,657,1,56,MLN
918934,637,4,94,BM
918935,657,1,80,MLN
918935,660,1,1,PBL
918936,656,1,54,MLN
918937,150,2,82,BM
918938,650,1,75,Jejunum
918939,150,1,52,BM
918940,643,1,5,Ileum
918941,649,2,56,Jejunum
918941,650,3,14,Jejunum
918941,651,1,4,Jejunum
918942,643,1,2,Ileum
918942,644,1,2,Ileum
918942,645,1,2,Ileum
918942,649,1,2,Jejunum
918943,656,1,52,MLN
918944,173,1,36,SPL
918944,648,1,5,ILN
918944,662,1,16,SPL
918945,642,1,3,Colon
918945,643,1,1,Ileum
918945,645,1,2,Ileum
918946,158,2,54,ILN
918947,151,1,9,Colon
918947,642,1,30,Colon
918947,650,5,36,Jejunum
918947,651,1,46,Jejunum
918948,655,2,5,MLN
918949,159,2,12,ILN
918949,641,1,28,Colon
918949,648,1,9,ILN
918950,657,1,50,MLN
918951,643,1,2,Ileum
918952,655,2,46,MLN
918952,657,2,51,MLN
918953,637,1,2,BM
918953,638,1,1,BM
918954,646,2,77,ILN
918954,647,2,37,ILN
918954,648,1,3,ILN
918955,641,1,12,Colon
918955,642,1,27,Colon
